months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,fraud_reported
101,26,865839,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,,reading,husband,0,0,Parked Car,Rear Collision,Trivial Damage,nan,VA,arlington,8096 apache hwy,4,1,NO,2,2,NO,3190,580,580,2030,suburu,legacy,1995,1991,8,2,2015,2,4,8587,0
257,44,109392,OH,100/300,1000,1280.88,0,433981,MALE,MD,,basketball,other-relative,59400,-32200,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,riverwood,5312 francis ridge,21,1,NO,0,1,NO,46980,0,5220,41760,accura,tl,2002,2006,7,12,2015,2,6,3131,0
200,35,960680,IN,250/500,2000,1318.06,0,618498,MALE,High School,,,wife,57300,-80600,Vehicle Theft,Rear Collision,Trivial Damage,nan,VA,hillsdale,2333 maple lane,13,1,NO,0,3,YES,6490,1180,1180,4130,volkswagen,jetta,2002,1994,8,21,2015,1,19,7456,0
472,64,911429,IN,250/500,500,989.24,0,615821,MALE,Masters,,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,northbrook,3664 francis ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,mercedes,ml350,2002,2012,8,25,2015,2,21,910,0
216,38,421940,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,,,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,columbus,5780 4th ave,16,1,NO,2,3,NO,66600,16650,11100,38850,jeep,grand cherokee,2012,2014,6,3,2015,1,9,220,1
119,32,343161,IL,500/1000,1000,993.51,0,468767,MALE,High School,,,unmarried,0,-49500,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,hillsdale,3567 4th drive,12,1,NO,0,3,YES,56300,5630,11260,39410,bmw,m5,2011,2014,6,10,2015,1,12,216,0
82,27,119513,IL,100/300,1000,1384.51,0,476727,MALE,PhD,,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,springfield,9484 pine drive,14,1,NO,2,3,NO,71680,8960,8960,53760,volkswagen,jetta,2007,1996,9,21,2015,2,18,6724,1
152,30,209177,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,,polo,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,northbrook,5093 flute lane,9,1,YES,1,1,NO,84590,7690,7690,69210,toyota,highlander,2000,2009,11,17,2015,2,11,1912,1
174,36,629918,IL,100/300,2000,1278.75,0,461328,FEMALE,College,,paintball,own-child,53200,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,riverwood,2117 lincoln hwy,21,3,NO,2,2,NO,65400,10900,10900,43600,dodge,ram,2012,2005,10,14,2015,2,6,3402,0
284,42,526039,OH,100/300,500,1338.54,-1000000,438178,MALE,Associate,,kayaking,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,arlington,3936 tree drive,13,1,YES,0,1,NO,94160,8560,17120,68480,chevrolet,malibu,1996,1995,5,4,2015,1,29,7210,0
405,55,250162,IL,250/500,500,878.19,0,441533,MALE,PhD,,golf,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,northbend,7236 apache lane,2,4,YES,0,2,NO,38640,4830,4830,28980,chevrolet,tahoe,1997,1999,7,5,2015,3,1,5718,0
309,47,369048,IL,500/1000,500,1527.95,0,611322,MALE,PhD,,hiking,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,northbend,4143 maple ridge,15,4,YES,0,1,NO,77800,15560,15560,46680,dodge,ram,2002,2011,6,5,2015,2,21,1357,0
79,26,206213,IL,100/300,500,1451.62,0,456446,MALE,Associate,,kayaking,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,columbus,4862 lincoln hwy,19,1,NO,2,2,NO,40000,8000,4000,28000,bmw,m5,2010,1995,5,8,2015,1,3,7180,0
296,46,922167,OH,100/300,1000,1141.35,7000000,476456,MALE,Masters,,sleeping,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,northbend,3656 solo ave,18,1,NO,0,2,NO,54900,5490,5490,43920,mercedes,c300,2013,1993,2,23,2015,1,6,7987,0
16,35,110084,IL,250/500,1000,1358.03,0,612660,MALE,JD,sale,chess,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,hillsdale,8704 britain lane,0,1,NO,2,1,NO,55000,10000,10000,35000,volkswagen,jetta,2008,1990,11,27,2015,2,17,8848,1
104,30,544225,OH,100/300,500,1052.85,0,607697,FEMALE,MD,,skydiving,other-relative,0,-70100,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,riverwood,3952 andromedia lane,8,1,NO,0,0,YES,4800,960,480,3360,bmw,3 series,2006,2010,8,3,2015,2,9,1651,0
439,56,836272,OH,100/300,500,1280.9,0,604289,MALE,High School,,,own-child,48900,-40900,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,springfield,7575 pine st,9,1,NO,2,0,NO,50000,15000,5000,30000,jeep,wrangler,2009,1997,5,11,2015,1,30,6473,0
193,41,217938,OH,250/500,500,847.03,0,438555,FEMALE,JD,,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,springfield,5431 3rd ridge,1,1,NO,1,0,YES,112320,17280,17280,77760,suburu,impreza,2011,1995,7,16,2015,2,8,7147,1
297,48,830729,IN,100/300,1000,1538.6,0,618455,FEMALE,MD,,kayaking,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,northbend,2668 cherokee st,12,1,NO,0,0,NO,60600,6060,12120,42420,ford,fusion,2004,1993,2,10,2015,1,11,8005,0
396,57,514424,IN,100/300,1000,1366.39,0,438180,MALE,High School,,exercise,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,columbus,7121 rock st,22,3,YES,2,1,NO,52560,11680,5840,35040,saab,93,1995,1992,10,11,2015,1,30,8146,0
324,46,648509,IN,100/300,2000,897.89,6000000,618862,MALE,MD,,,wife,0,-41300,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,hillsdale,4519 embaracadero st,13,1,NO,1,0,YES,79600,15920,15920,47760,jeep,wrangler,2011,2010,3,6,2015,1,21,1782,0
259,43,871305,IL,500/1000,2000,1537.13,0,471614,FEMALE,PhD,,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,northbend,4538 flute hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,ford,fusion,2012,1992,2,14,2015,1,2,8358,0
287,41,456604,IL,500/1000,2000,968.74,0,477519,MALE,Masters,,,wife,0,-49000,Vehicle Theft,Rear Collision,Trivial Damage,nan,SC,northbrook,5532 weaver ridge,9,1,NO,2,3,NO,5170,470,940,3760,suburu,forrestor,2001,2004,3,29,2015,1,19,3948,0
140,31,275265,IN,500/1000,500,708.64,6000000,470610,MALE,High School,,reading,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,northbend,4546 tree st,9,1,NO,0,2,YES,77880,14160,7080,56640,suburu,legacy,2015,2004,11,15,2015,1,6,3704,0
271,42,307447,IL,100/300,500,1515.3,0,603248,FEMALE,High School,,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,northbend,9737 solo hwy,21,3,NO,1,0,NO,93720,17040,8520,68160,mercedes,ml350,2005,1990,3,17,2015,1,19,9074,0
202,34,608513,IN,100/300,500,848.07,3000000,607730,MALE,JD,,chess,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,nan,VA,northbrook,3790 andromedia hwy,5,1,YES,2,1,NO,5720,1040,520,4160,suburu,forrestor,2003,2002,7,18,2015,1,7,4556,1
22,26,420810,OH,100/300,1000,1276.57,0,467784,MALE,PhD,,skydiving,not-in-family,71500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,arlington,6723 best drive,3,1,YES,1,2,NO,78900,15780,7890,55230,chevrolet,silverado,1995,2007,8,11,2015,1,6,2705,0
125,31,205134,IN,500/1000,500,1220.86,0,436784,MALE,JD,,paintball,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,nan,NY,arlington,9639 britain ridge,4,1,YES,1,2,NO,4320,0,960,3360,saab,93,2003,2012,12,2,2015,1,24,783,0
43,43,528385,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,,yachting,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,arlington,6603 francis hwy,16,1,NO,2,1,NO,79970,7270,21810,50890,honda,crv,1996,1997,11,7,2015,1,19,6282,1
286,43,663190,IL,100/300,500,1564.43,3000000,477644,FEMALE,MD,,movie,unmarried,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,northbrook,4755 1st st,18,1,NO,2,2,YES,34290,3810,3810,26670,jeep,grand cherokee,2013,1994,2,5,2015,1,31,7665,0
252,39,261905,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,,,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,riverwood,4835 britain ridge,15,3,NO,0,3,NO,59400,11880,5940,41580,jeep,grand cherokee,2010,2004,2,28,2015,2,21,4011,1
153,37,627486,IN,500/1000,500,1010.77,0,438215,MALE,High School,,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,arlington,3282 4th lane,5,3,NO,0,3,NO,42500,4250,4250,34000,volkswagen,jetta,1999,2005,11,10,2015,1,16,3354,0
243,43,367595,IN,500/1000,500,1307.74,0,466137,FEMALE,Associate,,,own-child,0,-75700,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,riverwood,6451 1st hwy,10,3,NO,0,1,NO,37530,4170,4170,29190,jeep,wrangler,2008,2006,2,3,2015,1,28,3281,0
15,34,920826,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sale,,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,northbrook,7223 embaracadero st,10,1,YES,1,3,NO,75570,6870,13740,54960,bmw,x5,2010,2005,4,7,2015,1,20,3575,1
278,48,139484,IN,500/1000,2000,1142.62,7000000,475588,FEMALE,MD,,dancing,not-in-family,0,-54000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,northbrook,7523 oak lane,12,1,NO,2,0,NO,76050,11700,11700,52650,chevrolet,silverado,1997,1999,7,24,2015,1,16,5655,0
10,26,582973,IN,100/300,2000,765.64,0,466191,MALE,MD,sale,,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,northbrook,6985 maple lane,3,3,NO,0,3,NO,31350,2850,5700,22800,honda,accord,2001,2008,6,11,2015,2,16,2441,1
152,33,695117,IN,100/300,1000,1034.27,0,617721,FEMALE,JD,,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,hillsdale,3177 mlk ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,accura,tl,2014,2001,6,10,2015,2,6,4989,0
51,34,641934,OH,500/1000,500,1430.8,0,461264,MALE,PhD,,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,springfield,5499 flute ridge,23,1,NO,2,3,NO,64200,6420,19260,38520,honda,civic,2007,2013,12,25,2015,2,12,414,1
157,32,347984,OH,100/300,2000,617.11,0,436711,MALE,College,,reading,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,columbus,6658 weaver st,14,3,NO,1,2,NO,50800,10160,5080,35560,mercedes,e400,2013,2009,10,21,2015,1,2,1899,1
80,27,193442,IL,100/300,1000,1474.17,0,440327,FEMALE,College,,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,northbend,7773 tree hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,saab,95,2004,1996,8,5,2015,2,19,6772,0
140,32,713172,IL,250/500,1000,985.97,5000000,457793,FEMALE,College,,,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,northbrook,7112 weaver ave,13,1,NO,2,3,NO,82170,14940,7470,59760,chevrolet,silverado,1995,1996,10,23,2015,2,1,6675,1
91,30,515217,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,,golf,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,northbend,3495 britain drive,13,3,YES,2,0,NO,84500,13000,13000,58500,bmw,x6,2009,2010,6,18,2015,1,8,1665,0
245,40,144323,IN,500/1000,500,885.08,0,459984,FEMALE,Masters,,skydiving,other-relative,27000,-58900,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,northbend,4098 weaver ridge,0,1,YES,0,1,NO,85150,13100,13100,58950,chevrolet,malibu,1998,2001,9,14,2015,2,6,4893,0
101,29,788502,OH,250/500,500,1380.89,0,620197,MALE,PhD,,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,arlington,8100 3rd ave,0,3,NO,2,1,NO,67210,12220,12220,42770,bmw,x6,1996,2014,8,31,2015,2,28,181,0
196,41,246435,IL,250/500,2000,1800.76,0,441499,MALE,JD,,camping,other-relative,0,-78600,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,hillsdale,2920 5th ave,0,3,NO,1,0,NO,47800,4780,4780,38240,jeep,grand cherokee,2009,2001,7,5,2015,1,14,4941,0
61,24,265026,IN,100/300,500,922.67,0,473611,FEMALE,College,,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,northbend,2942 1st lane,15,3,YES,2,1,NO,65520,9360,9360,46800,toyota,highlander,2011,1996,2,8,2015,1,12,6913,1
140,30,521592,IL,100/300,500,1354.2,0,438775,FEMALE,College,,,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,columbus,2537 5th ave,4,4,NO,0,0,NO,60170,5470,10940,43760,nissan,pathfinder,2006,2014,6,15,2015,2,10,240,0
425,53,868031,OH,250/500,2000,912.29,0,464808,FEMALE,High School,,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,northbend,6604 apache drive,17,3,NO,1,2,NO,97080,16180,16180,64720,saab,92x,2005,1990,6,24,2015,1,31,8987,0
209,36,730973,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,hillsdale,2711 britain ave,17,3,NO,1,3,NO,65440,8180,8180,49080,jeep,wrangler,2014,2010,1,11,2015,1,12,1827,0
259,45,608443,IL,500/1000,2000,1175.07,0,457121,MALE,MD,,movie,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,springfield,6724 andromedia st,23,1,NO,1,1,NO,87780,7980,7980,71820,honda,crv,2011,2006,12,21,2015,1,3,2935,0
224,39,684193,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,,sleeping,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,riverwood,8822 sky st,21,3,YES,2,1,NO,61800,12360,6180,43260,suburu,impreza,2007,2012,6,20,2015,2,4,959,0
64,28,342830,IL,500/1000,1000,1468.82,0,474731,MALE,JD,,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,riverwood,3639 flute hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,honda,accord,1997,1991,11,9,2015,2,13,8497,0
298,49,795004,OH,250/500,500,862.92,0,448809,MALE,MD,,camping,wife,0,-71700,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,northbrook,6479 francis ave,16,3,NO,0,2,NO,69480,11580,11580,46320,saab,95,2007,1998,3,16,2015,1,17,6151,0
225,43,221186,OH,100/300,1000,1517.54,0,617883,MALE,JD,,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,columbus,9278 francis ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,bmw,x5,2011,2004,8,13,2015,1,9,3801,0
198,34,263108,OH,250/500,1000,1576.41,0,614941,MALE,Associate,,kayaking,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,hillsdale,6834 1st drive,18,1,YES,1,1,YES,95000,9500,9500,76000,ford,f150,2001,2003,5,29,2015,2,25,4290,0
286,41,507545,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sale,camping,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,columbus,6859 flute ridge,16,3,NO,1,3,YES,54450,6050,12100,36300,saab,92x,2007,1998,12,7,2015,1,4,5872,0
222,39,243226,IL,250/500,1000,1232.72,0,458237,MALE,High School,,hiking,own-child,87800,-51200,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,springfield,4414 solo drive,21,3,NO,1,0,NO,87960,14660,14660,58640,jeep,wrangler,1999,2012,1,10,2015,2,9,1126,1
142,33,604614,IN,100/300,2000,1362.64,5000000,450332,FEMALE,JD,,,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,columbus,3414 elm ave,11,1,YES,1,3,NO,81360,6780,13560,61020,suburu,legacy,2009,1995,2,17,2015,1,21,7278,1
195,37,376879,IL,100/300,1000,1406.52,8000000,619148,MALE,MD,,,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,arlington,2849 pine drive,12,1,NO,0,2,NO,44200,4420,4420,35360,jeep,wrangler,2002,1991,7,11,2015,1,28,8602,1
113,29,999435,OH,250/500,2000,1091.73,0,601213,MALE,PhD,,golf,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,springfield,6456 andromedia drive,15,3,NO,0,2,YES,49950,5550,5550,38850,nissan,ultima,2004,2008,1,1,2015,1,5,2561,1
468,62,586367,IL,100/300,500,1011.92,0,468168,MALE,PhD,,paintball,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,riverwood,3486 flute ave,7,3,YES,0,3,NO,64350,7150,7150,50050,chevrolet,tahoe,2009,2000,6,30,2015,2,15,5343,0
269,44,108844,IL,100/300,2000,1081.08,0,468104,MALE,JD,,reading,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,springfield,1699 oak drive,14,1,YES,0,2,NO,56400,11280,11280,33840,toyota,highlander,2014,2007,12,5,2015,2,14,2628,0
274,46,351741,OH,500/1000,1000,1372.18,0,439929,MALE,High School,,,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,riverwood,5914 oak ave,22,3,NO,1,3,NO,90600,15100,15100,60400,bmw,x5,2009,1997,2,3,2015,1,13,6553,0
1,33,162004,IL,250/500,500,903.32,0,451184,FEMALE,High School,,yachting,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,northbend,5925 tree hwy,1,3,NO,1,0,NO,31700,6340,3170,22190,toyota,highlander,2006,1995,9,19,2015,1,19,7062,0
186,37,165565,OH,250/500,2000,1628.0,0,606487,FEMALE,JD,,exercise,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,hillsdale,9910 maple ave,22,1,YES,1,2,YES,55600,11120,5560,38920,jeep,grand cherokee,2009,2009,2,20,2015,1,28,2168,0
463,57,407958,IL,250/500,500,1063.67,0,463356,MALE,Masters,,dancing,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,springfield,2509 rock drive,14,1,NO,2,0,YES,59400,6600,6600,46200,dodge,neon,1995,1991,7,20,2015,2,3,8599,0
143,32,111874,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,,golf,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,springfield,3288 tree lane,1,1,NO,2,0,NO,62260,5660,5660,50940,saab,92x,1995,2000,7,5,2015,1,15,5307,0
176,36,641845,OH,250/500,500,1865.83,5000000,436173,MALE,College,,kayaking,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,hillsdale,7316 texas ave,17,1,NO,2,1,YES,47300,4300,8600,34400,volkswagen,jetta,2006,1995,3,30,2015,2,11,7258,0
257,43,863236,IN,100/300,2000,1322.1,0,436984,MALE,High School,,golf,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,PA,arlington,2533 elm st,4,1,YES,1,3,YES,9020,1640,820,6560,toyota,camry,2005,1990,9,20,2015,1,28,8896,0
26,39,493161,IN,250/500,1000,770.76,0,433155,MALE,Masters,,sleeping,husband,0,-53700,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,columbus,9821 francis ave,0,1,NO,0,2,NO,49800,9960,4980,34860,mercedes,ml350,2015,1992,1,30,2015,2,18,8420,0
371,54,403776,IN,100/300,2000,1317.97,0,469853,MALE,High School,,movie,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,columbus,6971 best ridge,18,3,NO,1,2,NO,32280,5380,5380,21520,ford,fusion,2010,2012,4,27,2015,1,18,996,1
39,22,691115,IN,500/1000,500,1173.21,0,431202,MALE,JD,,polo,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,northbend,4782 sky lane,14,1,YES,0,1,YES,86130,15660,7830,62640,suburu,legacy,2009,1993,1,28,2015,2,14,8052,1
97,26,951863,OH,250/500,1000,1270.55,0,478532,MALE,Masters,,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,riverwood,7397 4th drive,10,3,YES,2,3,NO,84920,7720,15440,61760,jeep,wrangler,2006,1997,10,28,2015,1,20,6293,1
380,53,369781,IL,250/500,2000,1166.62,6000000,602500,MALE,Associate,,,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,northbend,8991 texas hwy,23,1,NO,0,3,NO,5700,570,570,4560,saab,93,2001,2011,5,25,2015,2,24,1371,0
321,44,284143,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,,hiking,husband,0,-39100,Vehicle Theft,Rear Collision,Trivial Damage,Police,NY,northbend,4625 mlk drive,7,1,NO,1,2,NO,4680,520,0,4160,accura,mdx,1999,2008,4,23,2015,2,12,2486,0
61,23,432068,IL,100/300,500,1111.72,0,448857,MALE,JD,,,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,riverwood,2774 apache drive,6,1,NO,1,2,NO,41850,4650,4650,32550,suburu,legacy,1997,2007,3,9,2015,2,25,2910,0
123,29,379268,IN,250/500,500,1209.63,0,447188,FEMALE,Masters,,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,arlington,8368 cherokee ave,17,1,YES,1,0,YES,73260,16280,0,56980,volkswagen,jetta,2014,2012,8,5,2015,1,14,892,1
404,53,739447,IN,250/500,500,767.14,0,466201,MALE,Associate,sale,reading,not-in-family,25500,-36700,Parked Car,Rear Collision,Trivial Damage,Police,WV,columbus,3327 lincoln drive,8,1,NO,0,1,NO,8800,1760,880,6160,suburu,legacy,2002,2014,12,10,2015,1,14,35,0
39,31,689500,IL,250/500,2000,1366.9,0,459322,FEMALE,High School,,polo,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,northbend,3102 apache st,14,3,NO,1,0,NO,52700,10540,10540,31620,bmw,x6,2014,2003,1,28,2015,1,28,4383,1
280,48,180008,IL,250/500,1000,1387.35,0,477415,MALE,JD,,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,hillsdale,5839 weaver lane,16,1,NO,2,2,NO,61320,10220,10220,40880,bmw,m5,1998,2014,7,16,2015,2,4,203,0
85,27,753452,IL,500/1000,2000,1174.14,0,602416,MALE,College,,dancing,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,northbend,1951 best ave,14,4,YES,0,0,NO,59070,10740,5370,42960,toyota,camry,2012,1996,7,23,2015,2,2,6768,0
370,55,528259,IN,500/1000,2000,1389.13,7000000,456203,MALE,JD,,basketball,wife,0,-53200,Vehicle Theft,Rear Collision,Minor Damage,nan,NC,northbrook,4814 lincoln lane,6,1,NO,0,2,NO,9000,900,1800,6300,mercedes,ml350,2015,2012,12,22,2015,2,17,787,0
124,29,598124,OH,500/1000,500,1301.72,0,441726,MALE,Masters,,golf,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,springfield,7644 tree ridge,14,3,NO,0,3,YES,72000,7200,7200,57600,audi,a3,2005,1993,9,20,2015,2,25,7828,0
211,40,253085,IL,500/1000,1000,1575.86,0,461275,FEMALE,PhD,,sleeping,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,northbrook,9847 elm st,3,1,NO,1,1,NO,3190,580,290,2320,audi,a5,2004,1991,4,25,2015,1,12,8663,0
38,28,447226,OH,500/1000,500,1122.95,4000000,473653,MALE,Masters,,golf,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,northbrook,6399 oak drive,4,3,NO,0,3,YES,74880,12480,12480,49920,accura,tl,2000,1994,8,17,2015,2,23,7495,0
158,33,278091,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,,skydiving,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,hillsdale,7791 britain ridge,0,1,NO,0,0,NO,35000,3500,7000,24500,suburu,legacy,2012,2013,12,4,2015,1,4,396,0
140,36,753056,IN,250/500,500,1363.59,0,468303,FEMALE,JD,,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,riverwood,1186 rock st,10,3,NO,2,0,YES,79500,7950,7950,63600,chevrolet,tahoe,2000,1991,5,3,2015,2,8,8682,0
206,36,253791,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,,,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,northbrook,2100 mlk st,11,1,NO,2,1,NO,76560,12760,12760,51040,ford,fusion,2008,2009,7,23,2015,1,23,2010,1
435,58,786432,IN,100/300,2000,1145.85,0,471784,MALE,JD,sale,movie,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,columbus,3846 4th hwy,19,3,NO,1,1,YES,41490,9220,4610,27660,mercedes,e400,2004,1997,11,15,2015,1,10,6265,0
438,57,714346,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,,chess,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,hillsdale,6494 4th ave,14,1,NO,0,0,NO,40700,4070,4070,32560,volkswagen,passat,2000,1991,10,5,2015,1,15,8503,1
257,43,797636,IN,100/300,1000,974.84,0,468984,FEMALE,JD,,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,northbend,2381 1st hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,nissan,pathfinder,2006,1992,5,19,2015,2,26,8318,0
